Soilcolor,Ph,K,P,N,Zn,S,Humidity_Winter,Humidity_Spring,Humidity_Summer,Humidity_Autumn,TempMax_Winter,TempMax_Spring,TempMax_Summer,TempMax_Autumn,TempMin_Winter,TempMin_Spring,TempMin_Summer,TempMin_Autumn,Rainfall_Winter,Rainfall_Spring,Rainfall_Summer,Rainfall_Autumn,WindDir_10m,SoilMoisture_Top,CloudCover,WindSpeed_2m,SurfacePressure,Crop_Label,Seasonal Average (TempMax),Seasonal Average (TempMin),Unnamed: 31,Soil_Fertility_Index,Macro_to_Micro,Humidity_Avg,Rainfall_Avg,TempRange_Winter,TempRange_Spring,TempRange_Summer,TempRange_Autumn,TempMax_Avg,TempMin_Avg,Rainfall_Temp_Ratio
0.568,0.810,0.194,0.004,0.229,0.024,0.033,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,0.000,0.467,0.439,,0.141,0.358,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.614,0.357,0.059,0.010,0.357,0.013,0.067,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.043,0.079,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.101,0.005,0.357,0.035,0.049,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.073,0.140,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.357,0.187,0.018,0.357,0.042,0.084,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.140,0.163,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.238,0.070,0.010,0.329,0.035,0.067,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.051,0.081,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.262,0.025,0.009,0.186,0.033,0.160,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,0.000,0.467,0.439,,0.018,0.012,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.400,0.192,0.010,0.257,0.031,0.059,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,0.000,0.467,0.439,,0.142,0.230,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.773,0.400,0.095,0.018,0.257,0.026,0.050,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,0.000,0.467,0.439,,0.072,0.144,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.568,0.810,0.215,0.003,0.229,0.018,0.042,0.295,0.246,0.276,0.290,0.726,0.380,0.091,0.175,0.450,0.460,0.343,0.455,0.633,0.352,0.542,0.247,0.249,0.786,1.000,0.034,0.247,0.000,0.467,0.439,,0.157,0.352,0.281,0.390,0.805,0.487,0.207,0.161,0.386,0.442,0.463
0.614,0.238,0.276,0.113,0.329,0.115,0.101,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.232,0.185,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.614,0.238,0.124,0.010,0.329,0.024,0.135,0.681,0.600,0.525,0.547,0.742,0.517,0.102,0.369,0.397,0.413,0.441,0.443,0.824,0.718,0.836,0.692,0.194,0.750,1.000,0.014,0.425,0.000,0.531,0.424,,0.091,0.074,0.591,0.796,0.858,0.905,0.124,0.381,0.474,0.428,0.828
0.864,0.345,0.083,0.008,0.229,0.029,0.067,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.060,0.096,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.568,0.524,0.178,0.004,0.229,0.018,0.042,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.130,0.297,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.357,0.267,0.028,0.357,0.064,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.202,0.214,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.400,0.204,0.010,0.257,0.059,0.067,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.150,0.193,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.400,0.063,0.005,0.257,0.029,0.050,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.045,0.095,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.773,0.543,0.109,0.013,0.229,0.035,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.081,0.085,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.667,0.517,0.054,0.100,0.048,0.093,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.394,0.403,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.357,0.157,0.026,0.357,0.040,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.120,0.142,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.188,0.060,0.004,0.357,0.037,0.160,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,0.000,0.568,0.498,,0.042,0.027,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.864,0.300,0.061,0.002,0.271,0.042,0.096,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,0.000,0.568,0.498,,0.042,0.048,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.614,0.400,0.055,0.013,0.257,0.037,0.067,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.041,0.066,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.818,0.667,0.072,0.005,0.100,0.031,0.076,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.052,0.075,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.864,0.238,0.080,0.004,0.300,0.018,0.148,0.547,0.659,0.671,0.727,0.773,0.557,0.114,0.378,0.490,0.510,0.435,0.530,0.482,1.000,1.000,1.000,0.040,1.000,1.000,0.029,0.460,0.000,0.568,0.498,,0.057,0.043,0.671,0.992,0.846,0.735,0.139,0.244,0.509,0.504,1.000
0.864,0.357,0.060,0.024,0.357,0.040,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.048,0.075,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.238,0.207,0.022,0.329,0.026,0.160,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.156,0.105,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.405,0.116,0.005,0.229,0.031,0.042,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.084,0.183,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.568,0.095,0.043,0.010,0.729,0.020,0.177,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.032,0.019,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.238,0.142,0.014,0.329,0.029,0.152,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.106,0.075,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.519,0.177,0.004,0.229,0.024,0.042,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.128,0.281,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.214,0.036,0.004,0.400,0.020,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.024,0.031,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.357,0.151,0.019,0.357,0.077,0.126,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.113,0.084,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.555,0.108,0.003,0.186,0.022,0.059,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.077,0.138,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.238,0.100,0.003,0.329,0.020,0.245,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.071,0.029,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.238,0.062,0.005,0.329,0.022,0.118,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.044,0.043,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.483,0.051,0.003,0.229,0.022,0.059,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.036,0.072,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.773,0.333,0.288,0.013,0.229,0.029,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.213,0.219,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.262,0.059,0.001,0.214,0.018,0.059,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.041,0.082,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.357,0.078,0.036,0.357,0.026,0.084,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.064,0.084,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.109,0.017,0.357,0.044,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.082,0.090,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.295,0.183,0.006,0.229,0.053,0.186,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.134,0.073,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.568,0.881,0.096,0.007,0.100,0.035,0.042,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.070,0.153,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.864,0.262,0.046,0.001,0.186,0.018,0.143,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.031,0.025,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.093,0.025,0.357,0.068,0.041,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.073,0.131,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.110,0.029,0.357,0.075,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.086,0.108,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.015,0.022,0.357,0.031,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.014,0.036,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.111,0.017,0.186,0.048,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.084,0.117,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.057,0.013,0.186,0.024,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.042,0.093,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.190,0.066,0.001,0.157,0.009,0.169,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.046,0.030,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.773,0.357,0.022,0.005,0.357,0.033,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.014,0.036,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.262,0.214,0.004,0.186,0.042,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.156,0.216,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.262,0.097,0.004,0.186,0.035,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.070,0.080,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.262,0.066,0.003,0.186,0.020,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.046,0.059,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.282,0.013,0.357,0.051,0.109,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.209,0.187,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.262,0.052,0.005,0.186,0.015,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.037,0.089,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.405,0.053,0.004,0.143,0.022,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.037,0.048,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.299,0.061,0.286,0.055,0.067,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.235,0.302,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.338,0.072,0.004,0.329,0.029,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.051,0.083,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.429,0.134,0.003,0.114,0.035,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.097,0.100,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.864,0.190,0.189,0.008,0.271,0.031,0.109,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.139,0.133,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.357,0.031,0.005,0.357,0.020,0.135,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.021,0.019,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.369,0.032,0.006,0.329,0.026,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.022,0.058,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.405,0.022,0.045,0.143,0.026,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.025,0.062,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.262,0.119,0.006,0.171,0.015,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.086,0.097,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
0.614,0.374,0.305,0.017,0.329,0.033,0.093,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.227,0.247,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.369,0.307,0.101,0.329,0.079,0.067,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.252,0.294,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.116,0.012,0.357,0.029,0.194,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.086,0.047,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.070,0.008,0.357,0.024,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.051,0.076,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.369,0.019,0.007,0.329,0.015,0.049,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.013,0.045,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.568,0.357,0.122,0.004,0.357,0.022,0.042,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.088,0.203,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.046,0.001,0.357,0.031,0.042,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.031,0.082,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.500,0.187,0.009,0.171,0.024,0.118,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.137,0.126,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.500,0.063,0.003,0.171,0.024,0.076,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.044,0.067,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.500,0.041,0.005,0.171,0.020,0.050,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.028,0.071,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.500,0.039,0.003,0.171,0.029,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.026,0.055,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.864,0.431,0.212,0.018,0.100,0.015,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.158,0.276,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.369,0.109,0.004,0.329,0.026,0.059,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.079,0.137,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.095,0.007,0.357,0.053,0.079,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.069,0.084,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.357,0.033,0.005,0.357,0.055,0.039,0.524,0.554,0.501,0.499,0.748,0.422,0.054,0.281,0.428,0.418,0.397,0.446,0.626,0.876,0.861,0.696,0.101,0.893,1.000,0.013,0.325,0.000,0.495,0.427,,0.023,0.059,0.527,0.816,0.848,0.689,0.128,0.286,0.427,0.431,0.867
0.614,0.383,0.157,0.010,0.286,0.031,0.101,0.161,0.161,0.282,0.290,0.794,0.433,0.255,0.347,0.585,0.605,0.537,0.633,0.327,0.089,0.460,0.152,0.249,0.393,1.000,0.028,0.311,0.000,0.569,0.597,,0.116,0.120,0.235,0.223,0.819,0.219,0.152,0.042,0.506,0.604,0.268
